"student_number","academic_year","school_name","region","grade_level_id","enrollment_status","graduate","took_test","exam_name","ap_result","admin_year","ib_school","ap_group","passed","cum_passed","subject","tcp_course_code","grade"
108029926,"2021-2022","McAllen","Rio Grande Valley",11,0,FALSE,1,"World History",1,13,TRUE,"Humanities",FALSE,2,NA,NA,NA
108029930,"2021-2022","McAllen","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",1,13,TRUE,"English",FALSE,1,"English",NA,NA
108029930,"2021-2022","McAllen","Rio Grande Valley",11,0,FALSE,1,"World History",1,13,TRUE,"Humanities",FALSE,1,NA,NA,NA
108029935,"2021-2022","McAllen","Rio Grande Valley",11,0,FALSE,1,"Biology",1,13,TRUE,"Science",FALSE,1,"Biology",NA,NA
108029935,"2021-2022","McAllen","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",2,13,TRUE,"English",FALSE,1,"English",NA,NA
108029935,"2021-2022","McAllen","Rio Grande Valley",11,0,FALSE,1,"Studio Art: 2-D Design Portfolio",2,13,TRUE,"Other",FALSE,1,"Art",NA,NA
108029935,"2021-2022","McAllen","Rio Grande Valley",11,0,FALSE,1,"World History",2,13,TRUE,"Humanities",FALSE,1,NA,NA,NA
108029937,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"English Language and Composition",1,13,TRUE,"English",FALSE,0,"English",NA,NA
108029937,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108029937,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"Physics 1",1,13,TRUE,"Science",FALSE,0,NA,NA,NA
108029937,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108029937,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,0,"History",NA,NA
108029940,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"English Language and Composition",1,13,TRUE,"English",FALSE,1,"English",NA,NA
108029940,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,1,NA,NA,NA
108029940,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"Physics 1",1,13,TRUE,"Science",FALSE,1,NA,NA,NA
108029940,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"Spanish Literature and Culture",3,13,TRUE,"Spanish",TRUE,2,"Spanish",NA,NA
108029940,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,2,NA,NA,NA
108029940,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,2,"History",NA,NA
108029947,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"English Language and Composition",1,13,TRUE,"English",FALSE,1,"English",NA,NA
108029947,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,1,NA,NA,NA
108029947,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"Physics 1",1,13,TRUE,"Science",FALSE,1,NA,NA,NA
108029947,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"Spanish Literature and Culture",3,13,TRUE,"Spanish",TRUE,2,"Spanish",NA,NA
108029947,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,2,NA,NA,NA
108029947,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,2,"History",NA,NA
108029950,"2021-2022","McAllen","Rio Grande Valley",11,0,FALSE,1,"Biology",2,13,TRUE,"Science",FALSE,3,"Biology",NA,NA
108029950,"2021-2022","McAllen","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",3,13,TRUE,"English",TRUE,4,"English",NA,NA
108029950,"2021-2022","McAllen","Rio Grande Valley",11,0,FALSE,1,"World History",3,13,TRUE,"Humanities",TRUE,5,NA,NA,NA
108030107,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Computer Science Principles",2,13,TRUE,"Other",FALSE,0,NA,NA,NA
108030107,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Human Geography",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108030117,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Computer Science Principles",1,13,TRUE,"Other",FALSE,0,NA,NA,NA
108030117,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Human Geography",2,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108030117,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Spanish Language and Culture",4,13,TRUE,"Spanish",TRUE,1,"Spanish",NA,NA
108030119,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Computer Science Principles",1,13,TRUE,"Other",FALSE,0,NA,NA,NA
108030119,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Human Geography",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108030119,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Spanish Language and Culture",4,13,TRUE,"Spanish",TRUE,1,"Spanish",NA,NA
108030134,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Computer Science Principles",2,13,TRUE,"Other",FALSE,0,NA,NA,NA
108030134,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Human Geography",4,13,TRUE,"Humanities",TRUE,1,NA,NA,NA
108030134,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Spanish Language and Culture",5,13,TRUE,"Spanish",TRUE,2,"Spanish",NA,NA
108030182,"2021-2022","McAllen","Rio Grande Valley",9,2,FALSE,1,"Computer Science Principles",2,13,TRUE,"Other",FALSE,0,NA,NA,NA
108030182,"2021-2022","McAllen","Rio Grande Valley",9,2,FALSE,1,"Human Geography",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108030182,"2021-2022","McAllen","Rio Grande Valley",9,2,FALSE,1,"Spanish Language and Culture",NA,13,TRUE,"Spanish",NA,0,"Spanish",NA,NA
108030391,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108030391,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108030404,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Computer Science Principles",1,13,TRUE,"Other",FALSE,0,NA,NA,NA
108030470,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Computer Science Principles",2,13,TRUE,"Other",FALSE,0,NA,NA,NA
108030470,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Human Geography",3,13,TRUE,"Humanities",TRUE,1,NA,NA,NA
108030470,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Spanish Language and Culture",4,13,TRUE,"Spanish",TRUE,2,"Spanish",NA,NA
108030476,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Computer Science Principles",2,13,TRUE,"Other",FALSE,0,NA,NA,NA
108030476,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Human Geography",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108030477,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Computer Science Principles",1,13,TRUE,"Other",FALSE,0,NA,NA,NA
108030477,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Human Geography",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108030551,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"English Language and Composition",2,13,TRUE,"English",FALSE,0,"English",NA,NA
108030551,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108030551,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"Physics 1",1,13,TRUE,"Science",FALSE,0,NA,NA,NA
108030551,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"Spanish Literature and Culture",3,13,TRUE,"Spanish",TRUE,1,"Spanish",NA,NA
108030551,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,1,NA,NA,NA
108030551,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,1,"History",NA,NA
108030557,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Human Geography",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108030726,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Computer Science Principles",2,13,TRUE,"Other",FALSE,0,NA,NA,NA
108030726,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Human Geography",2,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108030726,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Spanish Language and Culture",4,13,TRUE,"Spanish",TRUE,1,"Spanish",NA,NA
108030747,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Computer Science Principles",2,13,TRUE,"Other",FALSE,0,NA,NA,NA
108030747,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Human Geography",3,13,TRUE,"Humanities",TRUE,1,NA,NA,NA
108030780,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"English Language and Composition",4,13,TRUE,"English",TRUE,3,"English",NA,NA
108030780,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"Microeconomics",2,13,TRUE,"Humanities",FALSE,3,NA,NA,NA
108030780,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"Physics 1",2,13,TRUE,"Science",FALSE,3,NA,NA,NA
108030780,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"United States Government and Politics",2,13,TRUE,"Humanities",FALSE,3,NA,NA,NA
108030780,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"United States History",3,13,TRUE,"Humanities",TRUE,4,"History",NA,NA
108030792,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Computer Science Principles",2,13,TRUE,"Other",FALSE,0,NA,NA,NA
108030792,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Human Geography",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108030803,"2021-2022","McAllen","Rio Grande Valley",9,2,FALSE,1,"Computer Science Principles",3,13,TRUE,"Other",TRUE,1,NA,NA,NA
108030803,"2021-2022","McAllen","Rio Grande Valley",9,2,FALSE,1,"Human Geography",3,13,TRUE,"Humanities",TRUE,2,NA,NA,NA
108030813,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Computer Science Principles",2,13,TRUE,"Other",FALSE,0,NA,NA,NA
108030813,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Human Geography",3,13,TRUE,"Humanities",TRUE,1,NA,NA,NA
108030813,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Spanish Language and Culture",5,13,TRUE,"Spanish",TRUE,2,"Spanish",NA,NA
108030843,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"Computer Science Principles",3,13,TRUE,"Other",TRUE,3,NA,NA,NA
108030843,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"English Language and Composition",2,13,TRUE,"English",FALSE,3,"English",NA,NA
108030843,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,3,NA,NA,NA
108030843,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"Physics 1",1,13,TRUE,"Science",FALSE,3,NA,NA,NA
108030843,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"Spanish Literature and Culture",4,13,TRUE,"Spanish",TRUE,4,"Spanish",NA,NA
108030843,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"United States Government and Politics",2,13,TRUE,"Humanities",FALSE,4,NA,NA,NA
108030843,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"United States History",3,13,TRUE,"Humanities",TRUE,5,"History",NA,NA
108031240,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Computer Science Principles",2,13,TRUE,"Other",FALSE,0,NA,NA,NA
108031240,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Human Geography",2,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108031241,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Computer Science Principles",1,13,TRUE,"Other",FALSE,0,NA,NA,NA
108031241,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Human Geography",4,13,TRUE,"Humanities",TRUE,1,NA,NA,NA
108031252,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Computer Science Principles",2,13,TRUE,"Other",FALSE,0,NA,NA,NA
108031252,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Human Geography",2,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108031252,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Spanish Language and Culture",3,13,TRUE,"Spanish",TRUE,1,"Spanish",NA,NA
108031618,"2021-2022","Donna","Rio Grande Valley",10,0,FALSE,1,"Art History",1,13,TRUE,"Other",FALSE,0,"Art",NA,NA
108031618,"2021-2022","Donna","Rio Grande Valley",10,0,FALSE,1,"Computer Science Principles",1,13,TRUE,"Other",FALSE,0,NA,NA,NA
108031618,"2021-2022","Donna","Rio Grande Valley",10,0,FALSE,1,"Spanish Language and Culture",3,13,TRUE,"Spanish",TRUE,1,"Spanish",NA,NA
108031618,"2021-2022","Donna","Rio Grande Valley",10,0,FALSE,1,"World History",1,13,TRUE,"Humanities",FALSE,1,NA,NA,NA
108031788,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"English Language and Composition",1,13,TRUE,"English",FALSE,0,"English",NA,NA
108031788,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108031788,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"Physics 1",1,13,TRUE,"Science",FALSE,0,NA,NA,NA
108031788,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108031788,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,0,"History",NA,NA
108031893,"2021-2022","Donna","Rio Grande Valley",10,0,FALSE,1,"Art History",1,13,TRUE,"Other",FALSE,0,"Art",NA,NA
108031893,"2021-2022","Donna","Rio Grande Valley",10,0,FALSE,1,"Computer Science Principles",1,13,TRUE,"Other",FALSE,0,NA,NA,NA
108031893,"2021-2022","Donna","Rio Grande Valley",10,0,FALSE,1,"World History",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108031929,"2021-2022","McAllen","Rio Grande Valley",11,2,FALSE,1,"Biology",1,13,TRUE,"Science",FALSE,1,"Biology",NA,NA
108031929,"2021-2022","McAllen","Rio Grande Valley",11,2,FALSE,1,"English Language and Composition",1,13,TRUE,"English",FALSE,1,"English",NA,NA
108031929,"2021-2022","McAllen","Rio Grande Valley",11,2,FALSE,1,"Studio Art: 2-D Design Portfolio",3,13,TRUE,"Other",TRUE,2,"Art",NA,NA
108031929,"2021-2022","McAllen","Rio Grande Valley",11,2,FALSE,1,"World History",2,13,TRUE,"Humanities",FALSE,2,NA,NA,NA
108032029,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Computer Science Principles",1,13,TRUE,"Other",FALSE,0,NA,NA,NA
108032029,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Human Geography",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108032033,"2021-2022","Frontier","Rio Grande Valley",9,2,FALSE,1,"Computer Science Principles",1,13,TRUE,"Other",FALSE,0,NA,NA,NA
108032033,"2021-2022","Frontier","Rio Grande Valley",9,2,FALSE,1,"Human Geography",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108032043,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"English Language and Composition",1,13,TRUE,"English",FALSE,0,"English",NA,NA
108032043,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108032043,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"Physics 1",1,13,TRUE,"Science",FALSE,0,NA,NA,NA
108032043,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108032043,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,0,"History",NA,NA
108032059,"2021-2022","Frontier","Rio Grande Valley",10,0,FALSE,1,"English Language and Composition",2,13,TRUE,"English",FALSE,0,"English",NA,NA
108032059,"2021-2022","Frontier","Rio Grande Valley",10,0,FALSE,1,"Microeconomics",2,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108032059,"2021-2022","Frontier","Rio Grande Valley",10,0,FALSE,1,"Psychology",3,13,TRUE,"Other",TRUE,1,NA,NA,NA
108032059,"2021-2022","Frontier","Rio Grande Valley",10,0,FALSE,1,"Spanish Language and Culture",4,13,TRUE,"Spanish",TRUE,2,"Spanish",NA,NA
108032059,"2021-2022","Frontier","Rio Grande Valley",10,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,2,NA,NA,NA
108032059,"2021-2022","Frontier","Rio Grande Valley",10,0,FALSE,1,"World History",2,13,TRUE,"Humanities",FALSE,2,NA,NA,NA
108032100,"2021-2022","McAllen","Rio Grande Valley",10,2,FALSE,1,"English Language and Composition",1,13,TRUE,"English",FALSE,0,"English",NA,NA
108032100,"2021-2022","McAllen","Rio Grande Valley",10,2,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108032100,"2021-2022","McAllen","Rio Grande Valley",10,2,FALSE,1,"Physics 1",1,13,TRUE,"Science",FALSE,0,NA,NA,NA
108032100,"2021-2022","McAllen","Rio Grande Valley",10,2,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108032100,"2021-2022","McAllen","Rio Grande Valley",10,2,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,0,"History",NA,NA
108032101,"2021-2022","McAllen","Rio Grande Valley",10,2,FALSE,1,"English Language and Composition",1,13,TRUE,"English",FALSE,0,"English",NA,NA
108032101,"2021-2022","McAllen","Rio Grande Valley",10,2,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108032101,"2021-2022","McAllen","Rio Grande Valley",10,2,FALSE,1,"Physics 1",1,13,TRUE,"Science",FALSE,0,NA,NA,NA
108032101,"2021-2022","McAllen","Rio Grande Valley",10,2,FALSE,1,"Spanish Literature and Culture",1,13,TRUE,"Spanish",FALSE,0,"Spanish",NA,NA
108032101,"2021-2022","McAllen","Rio Grande Valley",10,2,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108032101,"2021-2022","McAllen","Rio Grande Valley",10,2,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,0,"History",NA,NA
108032102,"2021-2022","McAllen","Rio Grande Valley",10,2,FALSE,1,"English Language and Composition",1,13,TRUE,"English",FALSE,0,"English",NA,NA
108032102,"2021-2022","McAllen","Rio Grande Valley",10,2,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108032102,"2021-2022","McAllen","Rio Grande Valley",10,2,FALSE,1,"Physics 1",1,13,TRUE,"Science",FALSE,0,NA,NA,NA
108032102,"2021-2022","McAllen","Rio Grande Valley",10,2,FALSE,1,"Spanish Literature and Culture",1,13,TRUE,"Spanish",FALSE,0,"Spanish",NA,NA
108032102,"2021-2022","McAllen","Rio Grande Valley",10,2,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108032102,"2021-2022","McAllen","Rio Grande Valley",10,2,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,0,"History",NA,NA
108032139,"2021-2022","Brownsville","Rio Grande Valley",9,0,FALSE,1,"Human Geography",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108032139,"2021-2022","Brownsville","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108032158,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Computer Science Principles",2,13,TRUE,"Other",FALSE,0,NA,NA,NA
108032158,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Human Geography",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108032158,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Spanish Language and Culture",4,13,TRUE,"Spanish",TRUE,1,"Spanish",NA,NA
108032167,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"English Language and Composition",3,13,TRUE,"English",TRUE,1,"English",NA,NA
108032167,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"Physics 1",1,13,TRUE,"Science",FALSE,1,NA,NA,NA
108032167,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"Spanish Literature and Culture",3,13,TRUE,"Spanish",TRUE,2,"Spanish",NA,NA
108032167,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,2,NA,NA,NA
108032167,"2021-2022","McAllen","Rio Grande Valley",10,0,FALSE,1,"United States History",2,13,TRUE,"Humanities",FALSE,2,"History",NA,NA
108032260,"2021-2022","Donna","Rio Grande Valley",10,0,FALSE,1,"Art History",1,13,TRUE,"Other",FALSE,0,"Art",NA,NA
108032260,"2021-2022","Donna","Rio Grande Valley",10,0,FALSE,1,"Computer Science Principles",3,13,TRUE,"Other",TRUE,1,NA,NA,NA
108032260,"2021-2022","Donna","Rio Grande Valley",10,0,FALSE,1,"Physics 1",1,13,TRUE,"Science",FALSE,1,NA,NA,NA
108032260,"2021-2022","Donna","Rio Grande Valley",10,0,FALSE,1,"Spanish Language and Culture",5,13,TRUE,"Spanish",TRUE,2,"Spanish",NA,NA
108032260,"2021-2022","Donna","Rio Grande Valley",10,0,FALSE,1,"World History",2,13,TRUE,"Humanities",FALSE,2,NA,NA,NA
108032379,"2021-2022","McAllen","Rio Grande Valley",10,2,FALSE,1,"Physics 1",1,13,TRUE,"Science",FALSE,0,NA,NA,NA
108032379,"2021-2022","McAllen","Rio Grande Valley",10,2,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108032476,"2021-2022","Brownsville","Rio Grande Valley",9,0,FALSE,1,"Human Geography",3,13,TRUE,"Humanities",TRUE,1,NA,NA,NA
108032476,"2021-2022","Brownsville","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",3,13,TRUE,"Humanities",TRUE,2,NA,NA,NA
108032481,"2021-2022","McAllen","Rio Grande Valley",11,0,FALSE,1,"Biology",1,13,TRUE,"Science",FALSE,1,"Biology",NA,NA
108032481,"2021-2022","McAllen","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",1,13,TRUE,"English",FALSE,1,"English",NA,NA
108032481,"2021-2022","McAllen","Rio Grande Valley",11,0,FALSE,1,"Studio Art: 2-D Design Portfolio",2,13,TRUE,"Other",FALSE,1,"Art",NA,NA
108032481,"2021-2022","McAllen","Rio Grande Valley",11,0,FALSE,1,"World History",1,13,TRUE,"Humanities",FALSE,1,NA,NA,NA
108032488,"2021-2022","Frontier","Rio Grande Valley",11,0,FALSE,1,"Biology",1,13,TRUE,"Science",FALSE,1,"Biology",NA,NA
108032488,"2021-2022","Frontier","Rio Grande Valley",11,0,FALSE,1,"English Literature and Composition",1,13,TRUE,"English",FALSE,1,"English",NA,NA
108032488,"2021-2022","Frontier","Rio Grande Valley",11,0,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,1,"History",NA,NA
108032494,"2021-2022","Frontier","Rio Grande Valley",11,0,FALSE,1,"Biology",1,13,TRUE,"Science",FALSE,0,"Biology",NA,NA
108032494,"2021-2022","Frontier","Rio Grande Valley",11,0,FALSE,1,"English Literature and Composition",2,13,TRUE,"English",FALSE,0,"English",NA,NA
108032494,"2021-2022","Frontier","Rio Grande Valley",11,0,FALSE,1,"Spanish Language and Culture",2,13,TRUE,"Spanish",FALSE,0,"Spanish",NA,NA
108032494,"2021-2022","Frontier","Rio Grande Valley",11,0,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,0,"History",NA,NA
108032496,"2021-2022","Frontier","Rio Grande Valley",12,3,TRUE,1,"United States History",1,13,TRUE,"Humanities",FALSE,1,"History",NA,NA
108032502,"2021-2022","Frontier","Rio Grande Valley",11,0,FALSE,1,"Biology",1,13,TRUE,"Science",FALSE,0,"Biology",NA,NA
108032502,"2021-2022","Frontier","Rio Grande Valley",11,0,FALSE,1,"English Literature and Composition",2,13,TRUE,"English",FALSE,0,"English",NA,NA
108032502,"2021-2022","Frontier","Rio Grande Valley",11,0,FALSE,1,"Spanish Language and Culture",2,13,TRUE,"Spanish",FALSE,0,"Spanish",NA,NA
108032502,"2021-2022","Frontier","Rio Grande Valley",11,0,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,0,"History",NA,NA
108032534,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Computer Science Principles",2,13,TRUE,"Other",FALSE,0,NA,NA,NA
108032534,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Human Geography",2,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108032534,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Spanish Language and Culture",4,13,TRUE,"Spanish",TRUE,1,"Spanish",NA,NA
108032548,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Computer Science Principles",3,13,TRUE,"Other",TRUE,1,NA,NA,NA
108032548,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Human Geography",3,13,TRUE,"Humanities",TRUE,2,NA,NA,NA
108032552,"2021-2022","McAllen","Rio Grande Valley",11,0,FALSE,1,"Biology",1,13,TRUE,"Science",FALSE,1,"Biology",NA,NA
108032552,"2021-2022","McAllen","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",1,13,TRUE,"English",FALSE,1,"English",NA,NA
108032552,"2021-2022","McAllen","Rio Grande Valley",11,0,FALSE,1,"World History",1,13,TRUE,"Humanities",FALSE,1,NA,NA,NA
108032556,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Computer Science Principles",2,13,TRUE,"Other",FALSE,0,NA,NA,NA
108032556,"2021-2022","McAllen","Rio Grande Valley",9,0,FALSE,1,"Human Geography",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108032584,"2021-2022","Frontier","Rio Grande Valley",10,2,FALSE,1,"English Language and Composition",1,13,TRUE,"English",FALSE,0,"English",NA,NA
